,0,1
外向性,0.07417775407170059,0.701946269306813
社交性,0.03264529736928666,0.662783107412927
積極性,-0.1128612422445558,0.8676533868803554
知性,0.6604523509956383,0.04153971818139985
信頼性,0.6525404628148944,0.03089356559272861
素直さ,0.9356056602786684,-0.09339899999307189
